Course Code,Course Name,Description,Prerequisites
MIL 331.,  Physical Training.  1 Credit.,"Emphasizes physical fitness and overall good health. Focus is on the intensity, duration, and frequency of fitness training, resulting in improved health and physical fitness. Repeatable five times for a maximum of 6 credits.Repeatable 5 times for a maximum of 6 creditsAdditional Information:General Limitation applies: Activity Course",
MIL 405.,  Reading and Conference: [Topic].  1-3 Credits.,Repeatable once.Repeatable 99 times,
MIL 410.,  Experimental Course: [Topic].  1-4 Credits.,Repeatable.Repeatable 99 times,
MIL 421.,  Military Science IV.  4 Credits.,"Planning, evaluating, and conducting unit training and practical exercises. Lectures, laboratory, and field training exercises.Requisites:Prereq:MIL 323.",Prereq:MIL 323.
MIL 422.,  Military Science IV.  4 Credits.,"Study of judicial and nonjudicial proceedings and administrative actions available to commanders. Lectures, laboratory, and field training exercises.Requisites:Prereq:MIL 323.",Prereq:MIL 323.
MIL 423.,  Military Science IV.  4 Credits.,"Duties and responsibilities of a lieutenant; ethical decision making, counseling subordinates, evaluation reports, transition to active duty. Lectures, laboratory, and field training exercises.Requisites:Prereq:MIL 323.",Prereq:MIL 323.
ANTM 196.,  Field Studies: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
ANTM 198.,  Laboratory Projects: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
ANTM 199.,  Special Studies: [Topic].  1-5 Credits.,RepeatableRepeatable 99 times,
ANTM 299.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTM 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTM 401.,  Research: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
ANTM 403.,  Thesis.  1-12 Credits.,RepeatableRepeatable 99 times,
ANTM 404.,  Internship: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
ANTM 405.,  Special Problems: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
ANTM 406.,  Field Studies: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
ANTM 407.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTM 408.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
ANTM 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
ANTM 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTM 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,
ANTM 508.,  Workshop: [Topic].  1-21 Credits.,Repeatable.Repeatable 99 times,
ANTM 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
ANTM 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
ANTM 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,
ANTM 605.,  Special Problems: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
ANTM 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,
ANTM 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
MUS 125.,  Understanding Music.  4 Credits.,"Presents the basic elements of music, historical style periods of Western art music, development of jazz and popular music.Additional Information:Arts & Letters Area",
MUS 126.,  Music Theory Fundamentals.  3 Credits.,"Introduction to musical notation and basic musical elements, such as staves, clefs, rhythmic values, scales, and chords. Requires no musical background.",
MUS 131.,  Music Theory I.  2 Credits.,"Elementary study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 134is prereq or co-req.",Prereq:MUS 134is prereq or co-req.
MUS 132.,  Music Theory II.  2 Credits.,"Elementary study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 131,MUS 134,MUS 137, or satisfactory placement test score.","Prereq:MUS 131,MUS 134,MUS 137, or satisfactory placement test score."
MUS 133.,  Music Theory III.  2 Credits.,"Elementary study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 132,MUS 135,MUS 138, or satisfactory placement test score.","Prereq:MUS 132,MUS 135,MUS 138, or satisfactory placement test score."
MUS 134.,  Aural Skills I.  2 Credits.,"Elementary ear training through sight singing, dictation, and related activities. Sequence withMUS 135,MUS 136,MUS 234,MUS 235.Requisites:Prereq:MUS 131is prereq or co-req.",Prereq:MUS 131is prereq or co-req.
MUS 135.,  Aural Skills II.  2 Credits.,"Elementary ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 131,MUS 134,MUS 137or satisfactory placement test score.","Prereq:MUS 131,MUS 134,MUS 137or satisfactory placement test score."
MUS 136.,  Aural Skills III.  2 Credits.,"Elementary ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 132,MUS 135,MUS 138or satisfactory placement test score.","Prereq:MUS 132,MUS 135,MUS 138or satisfactory placement test score."
MUS 137.,  Keyboard Skills I.  1 Credit.,"Performance of rhythmic patterns, scales, intervals, and chord progressions. Harmonization, transposition, improvisation, and figured bass on the keyboard. Sequence. Keyboard lab fee.Requisites:Coreq:MUS 131,MUS 134.",.
MUS 138.,  Keyboard Skills II.  1 Credit.,"Performance of rhythmic patterns, scales, intervals, and chord progressions. Harmonization, transposition, improvisation, and figured bass on the keyboard. Sequence. Keyboard lab fee.Requisites:Prereq:MUS 131,MUS 134,MUS 137or satisfactory placement test score.","Prereq:MUS 131,MUS 134,MUS 137or satisfactory placement test score."
MUS 139.,  Keyboard Skills III.  1 Credit.,"Performance of rhythmic patterns, scales, intervals, and chord progressions. Harmonization, transposition, improvisation, and figured bass on the keyboard. Sequence. Keyboard lab fee.Requisites:Prereq:MUS 132,MUS 135,MUS 138or satisfactory placement test score.","Prereq:MUS 132,MUS 135,MUS 138or satisfactory placement test score."
MUS 141.,  Popular Piano and Musicianship I.  4 Credits.,"Understanding general musicianship—what it is and how it relates to genre and culture—in popular music. Sequence withMUS 142,MUS 143.Additional Information:Cultural Literacy: US: Difference, Inequality, Agency",
MUS 142.,  Popular Piano and Musicianship II.  4 Credits.,"Continuing study of musicianship—integrated music theory, ear training, and piano—through piano instruction in popular music styles. Sequence withMUS 141,MUS 143.Requisites:Prereq:MUS 141.",Prereq:MUS 141.
MUS 143.,  Popular Piano and Musicianship III.  4 Credits.,"Continuing study of musicianship—integrated music theory, ear training, and piano—through piano instruction in popular music styles. Sequence withMUS 141,MUS 142.Requisites:Prereq:MUS 142.",Prereq:MUS 142.
MUS 151.,  Popular Songwriting.  4 Credits.,"Composing and producing songs using software applications and studying historical examples to understand how musical techniques reflect societal trends and express ideas. Music background optional. Laboratory fee.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",
MUS 155.,  Introduction to Lyric Diction.  2 Credits.,"Introduction to pronunciation of standard languages for students pursuing careers related to singing. The International Phonetic Alphabet is applied to the texts of simple repertoire. English, Italian, Spanish.",
MUS 156.,  Introduction to Lyric Diction.  2 Credits.,"Introduction to pronunciation of standard languages for students pursuing careers related to singing. The International Phonetic Alphabet is applied to the texts of simple repertoire. German, French.Requisites:Prereq:MUS 155.",Prereq:MUS 155.
MUS 198.,  Workshop: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,
MUS 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
MUS 227.,  Elements of Electronic Music.  4 Credits.,"Introduction to experimental and popular electronic music. Topics include fundamental elements of musical construction, history, technology, composers, musicians, copyright law, sampling, styles, and aesthetics.Additional Information:Arts & Letters Area",
MUS 231.,  Music Theory IV.  2 Credits.,"Study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 133,MUS 136,MUS 139or satisfactory placement test score.","Prereq:MUS 133,MUS 136,MUS 139or satisfactory placement test score."
MUS 232.,  Music Theory V.  2 Credits.,"Study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 231or satisfactory placement test score.",Prereq:MUS 231or satisfactory placement test score.
MUS 233.,  Music Theory VI.  2 Credits.,"Study of musical structure, emphasizing the acquisition of descriptive, notational, compositional, and analytical capacity. Sequence.Requisites:Prereq:MUS 232or satisfactory placement test score.",Prereq:MUS 232or satisfactory placement test score.
MUS 234.,  Aural Skills IV.  2 Credits.,"Ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 133,MUS 136,MUS 139or satisfactory placement test score.","Prereq:MUS 133,MUS 136,MUS 139or satisfactory placement test score."
MUS 235.,  Aural Skills V.  2 Credits.,"Ear training through sight singing, dictation, and related activities. Sequence.Requisites:Prereq:MUS 234or satisfactory placement test score.",Prereq:MUS 234or satisfactory placement test score.
MUS 240.,  Composition I.  3 Credits.,"Introduction to musical composition. Problems of notation, scoring for instruments, basic concepts of form; contemporary techniques; emphasis on student's own beginning creative work. Sequence.Requisites:Prereq:MUS 133,MUS 136,MUS 139or equivalent.","Prereq:MUS 133,MUS 136,MUS 139or equivalent."
MUS 241.,  Composition I.  3 Credits.,"Introduction to musical composition. Problems of notation, scoring for instruments, basic concepts of form; contemporary techniques; emphasis on student's own beginning creative work. Sequence.Requisites:Prereg:MUS 240.",.
MUS 242.,  Composition I.  3 Credits.,"Introduction to musical composition. Problems of notation, scoring for instruments, basic concepts of form; contemporary techniques; emphasis on student's own beginning creative work. Sequence.Requisites:Prereq:MUS 241.",Prereq:MUS 241.
MUS 249.,  Popular Music Analysis.  3 Credits.,"Analysis of popular songs in diverse styles, focusing on form, harmony, timbre, rhythm, and lyrics.Requisites:Prereq:MUS 131,MUS 134; one fromMUS 132,MUS 151.","Prereq:MUS 131,MUS 134; one fromMUS 132,MUS 151."
MUS 250.,  Popular Musics in Global Context.  4 Credits.,"Surveys the global popular music landscape of the 20th and 21st centuries, with an emphasis on identity and cultural mixture.Additional Information:Cultural Literacy: Global Perspectives",
MUS 263.,  US Popular Music 1800 to 1930.  4 Credits.,"This class examines the origins and development of popular music in the USA from its roots in the 19th century through the 1920s.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",
MUS 264.,  US Popular Music 1930 to 1965.  4 Credits.,"This class examines the development of popular music in the USA from 1930 to 1965, including swing, blues, and the rise of rock ’n’ roll.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",
MUS 265.,  US Popular Music 1965 to 2000.  4 Credits.,"This class examines the development of popular music in the USA from 1965-2000 by contrasting mainstream rock with various “alternative” genres.Additional Information:Arts & Letters AreaCultural Literacy: US: Difference, Inequality, Agency",
MUS 267.,  History of Music 800 to 1600.  4 Credits.,"Study of the history and evolution of music, principally Western art music, from the early Middle Ages through the Renaissance.Requisites:Prereq:MUS 133,WR 121Z.","Prereq:MUS 133,WR 121Z."
